,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Credit-Card,Phone-No,Address
787,788,0,3,"Rice, Master. George Hugh",male,8.0,4,1,382652,29.125,Q,355-997-3491,-8654746952,4089 02-New York
788,789,1,3,"Dean, Master. Bertram Vere",male,1.0,1,2,C.A. 2315,20.575,S,752-244-8771,-1935681580,9325 93-Philadelphia
789,790,0,1,"Guggenheim, Mr. Benjamin",male,46.0,0,0,PC 17593,79.2,C,784-836-1145,-1049787257,9981 klt-Phoenix
790,791,0,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,Q,919-413-7422,-1049573593,8761 klt-Phoenix
791,792,0,2,"Gaskell, Mr. Alfred",male,16.0,0,0,239865,26.0,S,259-635-4424,-9179204890,5114 xt-Chicago
792,793,0,3,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,69.55,S,374-862-6337,-7521044999,1687 02-New York
793,794,0,1,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,30.6958,C,155-871-9450,-8143982001,6477 kk-Miami
794,795,0,3,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203,7.8958,S,520-514-2902,-5971473403,9713 121-Dallas
795,796,0,2,"Otter, Mr. Richard",male,39.0,0,0,28213,13.0,S,967-383-1921,-5415048597,5005 02-New York
796,797,1,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,17465,25.9292,S,493-320-3290,-9295648778,7771 ab-Los Angeles
797,798,1,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,S,990-932-5547,-8958193094,4257 klt-Phoenix
798,799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0,0,2685,7.2292,C,305-844-7280,-6032223735,6142 93-Philadelphia
799,800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,S,891-917-1644,-3216970561,6575 xt-Chicago
800,801,0,2,"Ponesell, Mr. Martin",male,34.0,0,0,250647,13.0,S,879-206-8314,-6714855615,4719 121-Dallas
801,802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921,26.25,S,746-515-6179,-6540978344,9238 xt-Chicago
802,803,1,1,"Carter, Master. William Thornton II",male,11.0,1,2,113760,120.0,S,959-905-2752,-4840019466,4333 900-Houston
803,804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,C,707-595-8777,-3535285350,336 93-Philadelphia
804,805,1,3,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089,6.975,S,280-295-8007,-8049395368,8200 900-Houston
805,806,0,3,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063,7.775,S,892-413-5247,-6372494615,2013 900-Houston
806,807,0,1,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050,0.0,S,588-179-4366,-9198682512,6017 02-New York
807,808,0,3,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087,7.775,S,877-237-5346,-9650569336,8959 xt-Chicago
808,809,0,2,"Meyer, Mr. August",male,39.0,0,0,248723,13.0,S,919-701-2183,-2455292829,9149 121-Dallas
809,810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806,53.1,S,367-356-1429,-4057682657,2415 121-Dallas
810,811,0,3,"Alexander, Mr. William",male,26.0,0,0,3474,7.8875,S,298-769-1286,-1751851932,2402 klt-Phoenix
811,812,0,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,S,562-925-8743,-5343968036,7366 93-Philadelphia
812,813,0,2,"Slemen, Mr. Richard James",male,35.0,0,0,28206,10.5,S,965-891-6533,-6006338406,8595 900-Houston
813,814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,S,559-496-2256,-2922538306,2443 klt-Phoenix
814,815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,S,478-168-2547,-7549610583,8533 121-Dallas
815,816,0,1,"Fry, Mr. Richard",male,,0,0,112058,0.0,S,735-706-6463,-6729956105,3349 02-New York
816,817,0,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290,7.925,S,448-689-2697,-2856191906,2111 klt-Phoenix
817,818,0,2,"Mallet, Mr. Albert",male,31.0,1,1,S.C./PARIS 2079,37.0042,C,439-148-5520,-8070438958,3715 ab-Los Angeles
818,819,0,3,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,C 7075,6.45,S,336-563-1458,-6257218876,7275 xt-Chicago
819,820,0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,S,502-207-4046,-3252982491,1807 900-Houston
820,821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,12749,93.5,S,868-187-7290,-7207319353,1036 kk-Miami
821,822,1,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,S,891-302-7169,-8366241163,9026 121-Dallas
822,823,0,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,S,131-631-5842,-4800832180,6256 xt-Chicago
823,824,1,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,12.475,S,507-608-3272,-5041209649,4506 klt-Phoenix
824,825,0,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,S,617-964-3640,-2920201602,3509 121-Dallas
825,826,0,3,"Flynn, Mr. John",male,,0,0,368323,6.95,Q,164-403-4427,-9385259604,2868 93-Philadelphia
826,827,0,3,"Lam, Mr. Len",male,,0,0,1601,56.4958,S,553-784-3318,-3770830209,9900 121-Dallas
827,828,1,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,C,520-314-7590,-9637088233,6468 klt-Phoenix
828,829,1,3,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,7.75,Q,675-743-4098,-4781336053,8646 121-Dallas
829,830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572,80.0,,751-271-6720,-8577792460,6618 kk-Miami
830,831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,C,431-873-8727,-6652297912,4791 121-Dallas
831,832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,S,288-852-8619,-9917784323,7962 kk-Miami
832,833,0,3,"Saad, Mr. Amin",male,,0,0,2671,7.2292,C,617-626-3820,-4142867907,8689 kk-Miami
833,834,0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,S,757-320-7373,-9639993670,3575 02-New York
834,835,0,3,"Allum, Mr. Owen George",male,18.0,0,0,2223,8.3,S,534-493-7620,-7832389523,4009 klt-Phoenix
835,836,1,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,83.1583,C,812-390-9899,-4056415968,5341 ab-Los Angeles
836,837,0,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,S,150-362-5427,-7987699068,6832 xt-Chicago
837,838,0,3,"Sirota, Mr. Maurice",male,,0,0,392092,8.05,S,242-983-3829,-1086904184,3153 klt-Phoenix
838,839,1,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,S,247-370-5973,-5283294578,4671 02-New York
839,840,1,1,"Marechal, Mr. Pierre",male,,0,0,11774,29.7,C,286-699-6442,-6497249978,6668 xt-Chicago
840,841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,S,232-155-3160,-6587813926,9827 121-Dallas
841,842,0,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,S,621-624-6549,-1495074580,1874 02-New York
842,843,1,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,31.0,C,448-782-3549,-6735603869,1432 ab-Los Angeles
843,844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,C,271-644-7911,-4159652536,7055 02-New York
844,845,0,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,8.6625,S,884-856-4005,-4251790934,144 121-Dallas
845,846,0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,S,237-185-2901,-2504459482,6614 93-Philadelphia
846,847,0,3,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,69.55,S,654-442-2919,-9377765354,4167 121-Dallas
847,848,0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,C,637-480-3585,-2735048775,2303 121-Dallas
848,849,0,2,"Harper, Rev. John",male,28.0,0,1,248727,33.0,S,592-765-5411,-3984448558,6913 kk-Miami
849,850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453,89.1042,C,325-401-5843,-4774501600,2101 ab-Los Angeles
850,851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,S,971-664-8456,-8772341005,6476 ab-Los Angeles
851,852,0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,S,579-216-6291,-1427957663,1523 klt-Phoenix
852,853,0,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,C,852-385-9822,-3654111075,9757 93-Philadelphia
853,854,1,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,39.4,S,618-423-3185,-3333229096,8407 900-Houston
854,855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,S,837-692-1041,-6547487538,7091 klt-Phoenix
855,856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,S,768-647-3104,-2777399290,5935 klt-Phoenix
856,857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,S,431-198-9853,-3449490528,5720 klt-Phoenix
857,858,1,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,26.55,S,291-899-5086,-8027231806,6610 121-Dallas
858,859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,C,319-766-3038,-2049561510,7023 kk-Miami
859,860,0,3,"Razi, Mr. Raihed",male,,0,0,2629,7.2292,C,244-494-9863,-2950764020,4027 klt-Phoenix
860,861,0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,S,671-892-8873,-9956157783,4180 900-Houston
861,862,0,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,11.5,S,884-673-5867,-6806155189,8181 ab-Los Angeles
862,863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,S,638-343-8137,-9149298490,7626 93-Philadelphia
863,864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,69.55,S,443-998-3846,-7896762329,6801 klt-Phoenix
864,865,0,2,"Gill, Mr. John William",male,24.0,0,0,233866,13.0,S,625-750-3268,-1629277598,8830 klt-Phoenix
865,866,1,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,S,861-229-6194,-8215265518,1008 ab-Los Angeles
866,867,1,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,C,445-257-8080,-8950012579,8481 xt-Chicago
867,868,0,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,50.4958,S,317-374-8838,-9795595059,4456 02-New York
868,869,0,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,S,968-495-7271,-7887105623,6946 900-Houston
869,870,1,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,11.1333,S,755-231-9090,-3725796917,4196 900-Houston
870,871,0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,S,853-858-9804,-8117201117,3598 xt-Chicago
871,872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,S,696-632-2222,-8059626899,1619 xt-Chicago
872,873,0,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,5.0,S,739-298-8603,-1566784706,8040 121-Dallas
873,874,0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,S,333-559-5002,-2710501602,1274 121-Dallas
874,875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,C,949-597-8852,-3436885007,9492 02-New York
875,876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,C,839-948-7898,-7625697279,2012 xt-Chicago
876,877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,S,195-162-9650,-3815847243,9958 02-New York
877,878,0,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,S,232-853-5955,-8901482663,8165 xt-Chicago
878,879,0,3,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,S,562-142-4552,-8612116255,1812 121-Dallas
879,880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,83.1583,C,881-745-9208,-6750543118,1170 121-Dallas
880,881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,S,858-767-8263,-7890364054,5165 xt-Chicago
881,882,0,3,"Markun, Mr. Johann",male,33.0,0,0,349257,7.8958,S,626-263-3543,-6782090306,8672 xt-Chicago
882,883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,S,273-567-8214,-7802367157,398 xt-Chicago
883,884,0,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,S,756-921-4969,-9501525410,4978 kk-Miami
884,885,0,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,S,368-354-2237,-8113149929,1320 121-Dallas
885,886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,Q,317-217-1278,-7572294806,4684 kk-Miami
886,887,0,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,S,982-708-1978,-1975040151,4195 900-Houston
887,888,1,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,30.0,S,590-741-7313,-8530394822,8403 121-Dallas
888,889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,23.45,S,187-695-4180,-6646230225,5531 121-Dallas
889,890,1,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,30.0,C,768-243-8724,-8778497019,7863 kk-Miami
890,891,0,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376,7.75,Q,156-155-1426,-7678016846,4696 ab-Los Angeles
